Time (Sec);S6;S19;S2;S18;S17;S13;S4;S14;S8;S20;S10;S3;S9;S7;S12;S5;S1;S15;S16;S11;
12.10121866666668;17560.0;17960.0;16480.0;17720.0;17336.0;15920.0;16256.0;16968.0;16616.0;18560.0;17360.0;16024.0;16640.0;16848.0;17360.0;16384.0;17320.0;16488.0;16976.0;17000.0;
12.109802666666681;17560.0;17960.0;16480.0;17720.0;17336.0;15792.0;16256.0;16968.0;16616.0;18560.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16976.0;17000.0;
12.111981333333349;17560.0;17960.0;16480.0;17592.0;17336.0;15792.0;16256.0;16968.0;16616.0;18560.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
12.111981333333349;17560.0;17960.0;16480.0;17336.0;17336.0;15792.0;16256.0;16968.0;16616.0;18560.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
12.122744000000015;17560.0;17832.0;16480.0;17336.0;17208.0;15792.0;16256.0;16968.0;16616.0;18560.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
12.122744000000015;17560.0;17576.0;16480.0;17336.0;17208.0;15792.0;16256.0;16968.0;16616.0;18560.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
12.133506666666682;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
13.07969333333335;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
13.089366666666683;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
13.090456000000016;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
13.099040000000016;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
13.101218666666684;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
13.109802666666685;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
13.111981333333352;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
13.122744000000019;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
14.079693333333353;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
14.089366666666686;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
14.09045600000002;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
14.09904000000002;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
14.101218666666687;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
14.111981333333354;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
15.079693333333354;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16384.0;17320.0;16488.0;16848.0;17000.0;
15.079693333333354;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16128.0;17320.0;16488.0;16848.0;17000.0;
15.089366666666688;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16256.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16128.0;17320.0;16488.0;16848.0;17000.0;
15.089366666666688;17560.0;17576.0;16480.0;17208.0;17208.0;15792.0;16000.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17360.0;16128.0;17320.0;16488.0;16848.0;17000.0;
15.090456000000021;17560.0;17576.0;16480.0;17208.0;17208.0;15664.0;15872.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17232.0;16128.0;17320.0;16360.0;16720.0;17000.0;
15.090456000000021;17560.0;17576.0;16480.0;17208.0;17208.0;15664.0;15872.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17024.0;16128.0;17320.0;16360.0;16720.0;17000.0;
15.099040000000022;17560.0;17576.0;16480.0;17208.0;17208.0;15664.0;15872.0;16968.0;16616.0;18432.0;17360.0;15896.0;16512.0;16720.0;17024.0;16128.0;17320.0;16360.0;16720.0;17000.0;
15.099040000000022;17560.0;17576.0;16480.0;17208.0;17208.0;15664.0;15872.0;16968.0;16616.0;18432.0;17360.0;15896.0;16256.0;16720.0;17024.0;16128.0;17320.0;16360.0;16720.0;17000.0;
15.097950666666687;17560.0;17576.0;16352.0;17208.0;17208.0;15664.0;15872.0;16840.0;16616.0;18432.0;17360.0;15768.0;16256.0;16720.0;17024.0;15896.0;17320.0;16232.0;16720.0;17000.0;
15.109802666666686;17560.0;17576.0;16352.0;17208.0;17208.0;15536.0;15872.0;16840.0;16488.0;18432.0;17232.0;15640.0;16256.0;16720.0;17024.0;15896.0;17320.0;16232.0;16720.0;16872.0;
15.109802666666686;17560.0;17576.0;16352.0;17208.0;17208.0;15536.0;15872.0;16840.0;16488.0;18432.0;16976.0;15640.0;16256.0;16720.0;17024.0;15896.0;17320.0;16232.0;16720.0;16616.0;
15.120565333333353;17560.0;17576.0;16352.0;17208.0;17208.0;15280.0;15872.0;16840.0;16488.0;18432.0;16848.0;15640.0;16000.0;16720.0;16896.0;15896.0;17320.0;16232.0;16720.0;16488.0;
16.079693333333353;17560.0;17576.0;16352.0;17208.0;17208.0;15280.0;15872.0;16840.0;16488.0;18432.0;16848.0;15640.0;16000.0;16720.0;16896.0;15896.0;17320.0;16232.0;16720.0;16488.0;
16.089366666666685;17560.0;17576.0;16352.0;17208.0;17208.0;15280.0;15872.0;16840.0;16488.0;18432.0;16848.0;15640.0;16000.0;16720.0;16896.0;15896.0;17320.0;16232.0;16720.0;16488.0;
16.090456000000017;17560.0;17576.0;16352.0;17208.0;17208.0;15280.0;15872.0;16840.0;16488.0;18432.0;16848.0;15640.0;16000.0;16720.0;16896.0;15896.0;17320.0;16232.0;16720.0;16488.0;
